Mem_used,Mem_free,Mem_total,Mem_Disp,Date,Time,Elapsed_time,trend,seasonal,residual,Aging_Label
1401312,3344884,7088316,5440680,2022-12-22,14:51:29,850,1400483.4184754074,4314.598470532147,-3486.016945939511,1.0
1401980,3344204,7088316,5440012,2022-12-22,14:51:34,855,1400491.4806874897,5171.57699510822,-3683.0576825980097,1.0
1400940,3345228,7088316,5441060,2022-12-22,14:51:39,860,1400499.5406755817,4785.764017271037,-4345.3046928527765,1.0
1400376,3345780,7088316,5441624,2022-12-22,14:51:44,865,1400507.5984416546,4468.427813815156,-4600.026255469769,1.0
1399812,3346328,7088316,5442188,2022-12-22,14:51:49,870,1400515.653987654,3869.8125314875065,-4573.46651914157,1.0
1399556,3346572,7088316,5442448,2022-12-22,14:51:54,875,1400523.70731555,3263.2941053926183,-4231.001420942601,1.0
1399308,3346804,7088316,5442668,2022-12-22,14:51:59,880,1400531.7584273233,2382.166448338725,-3605.9248756619636,1.0
1399096,3347000,7088316,5442880,2022-12-22,14:52:04,885,1400539.8073250148,2459.6933084874786,-3903.500633502379,1.0
1400580,3345452,7088316,5441364,2022-12-22,14:52:09,890,1400547.85401062,3635.6658918282396,-3603.51990244817,1.0
1400672,3345336,7088316,5441280,2022-12-22,14:52:14,895,1400555.8984861702,3122.9346312422626,-3006.833117412403,1.0
1400800,3345196,7088316,5441152,2022-12-22,14:52:19,900,1400563.9407537447,3411.2661107311806,-3175.206864475971,1.0
1400544,3345448,7088316,5441404,2022-12-22,14:52:24,905,1400571.9808153685,2867.868540026661,-2895.849355395185,1.0
1401072,3344904,7088316,5440880,2022-12-22,14:52:29,910,1400580.018673135,3210.2408917000816,-2718.2595648351125,1.0
1399424,3346540,7088316,5442528,2022-12-22,14:52:34,915,1400588.0543291494,1631.1216923076163,-2795.1760214569513,1.0
1400572,3345384,7088316,5441380,2022-12-22,14:52:39,920,1400596.0877854587,2447.709616434035,-2471.79740189272,1.0
1401740,3344200,7088316,5440212,2022-12-22,14:52:44,925,1400604.1190442147,3047.3344672855665,-1911.4535115002654,1.0
1401148,3344776,7088316,5440804,2022-12-22,14:52:49,930,1400612.1481075487,2863.47007419641,-2327.618181745056,1.0
1400856,3345056,7088316,5441096,2022-12-22,14:52:54,935,1400620.1749774986,3240.4561295640274,-3004.631107062567,1.0
1400452,3345444,7088316,5441500,2022-12-22,14:52:59,940,1400628.1996563077,2759.5206296671195,-2935.7202859749086,1.0
1400608,3345276,7088316,5441344,2022-12-22,14:53:04,945,1400636.2221460736,2580.931154691475,-2609.1533007649705,1.0
1401336,3344532,7088316,5440616,2022-12-22,14:53:09,950,1400644.2424489856,2761.983034138408,-2070.2254831239115,1.0
1400556,3345300,7088316,5441396,2022-12-22,14:53:14,955,1400652.260567164,1842.378474278688,-1938.639041442657,1.0
1401688,3344152,7088316,5440188,2022-12-22,14:53:19,960,1400660.276502811,2999.2260752753523,-1971.5025780862197,1.0
1401996,3343832,7088316,5439880,2022-12-22,14:53:25,965,1400668.2902581273,2319.2013567314425,-991.4916148586199,1.0
1401132,3344684,7088316,5440744,2022-12-22,14:53:30,970,1400676.301835326,1674.8941110570236,-1219.1959463830572,1.0
1401256,3344544,7088316,5440620,2022-12-22,14:53:35,975,1400684.3112365515,1578.3781213229604,-1006.6893578744493,1.0
1400996,3344792,7088316,5440880,2022-12-22,14:53:40,980,1400692.3184640706,796.7117965535131,-493.0302606241312,1.0
